narrative_id	title	id	url	tags	description
NE21	Educational attainment	cf33cdf262c349438b4656d9bc6f09ad	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=cf33cdf262c349438b4656d9bc6f09ad	['NE21', 'NE21']	<div><ul><li><b>Narrative ID</b>: NE21</li><li><b>Narrative Title</b>: Educational attainment</li><li><b>Theme</b>: Education</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NE4	The impact of birth registration on educational outcomes in Pakistan (United Nations Economic and Social Commission for Asia and the Pacific (ESCAP))	70313ed764fe46a5a7be4f47da03c099	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=70313ed764fe46a5a7be4f47da03c099	['NE4', 'NE4']	<div><ul><li><b>Narrative ID</b>: NE4</li><li><b>Narrative Title</b>: The impact of birth registration on educational outcomes in Pakistan (United Nations Economic and Social Commission for Asia and the Pacific (ESCAP))</li><li><b>Theme</b>: Education</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NE7	Youth and adult literacy rates for women and men	08b27f9cb612469db1c6e84288552962	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=08b27f9cb612469db1c6e84288552962	['NE7', 'NE7']	<div><ul><li><b>Narrative ID</b>: NE7</li><li><b>Narrative Title</b>: Youth and adult literacy rates for women and men</li><li><b>Theme</b>: Education</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NE9	Gross enrolment ratio in secondary education	c4c41eff64624689abe8b2bfe170f93e	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=c4c41eff64624689abe8b2bfe170f93e	['NE9', 'NE9']	<div><ul><li><b>Narrative ID</b>: NE9</li><li><b>Narrative Title</b>: Gross enrolment ratio in secondary education</li><li><b>Theme</b>: Education</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NH10	Gender and selected communicable diseases: HIV and tuberculosis 	4086d9f255f7404e9e6d3a949ec42417	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4086d9f255f7404e9e6d3a949ec42417	['NH10', 'NH10']	<div><ul><li><b>Narrative ID</b>: NH10</li><li><b>Narrative Title</b>: Gender and selected communicable diseases: HIV and tuberculosis </li><li><b>Theme</b>: Health</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NH14	Sexual and reproductive health - own decisions and equal access	9e5c189d5ee042c1b7f051ece189f018	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=9e5c189d5ee042c1b7f051ece189f018	['NH14', 'NH14']	<div><ul><li><b>Narrative ID</b>: NH14</li><li><b>Narrative Title</b>: Sexual and reproductive health - own decisions and equal access</li><li><b>Theme</b>: Health</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NN1	Gender and the environment: an overview of issues and methodologies	2d82d6cb0a0f4ebb9e6a6540f8e96719	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2d82d6cb0a0f4ebb9e6a6540f8e96719	['NN1', 'NN1']	<div><ul><li><b>Narrative ID</b>: NN1</li><li><b>Narrative Title</b>: Gender and the environment: an overview of issues and methodologies</li><li><b>Theme</b>: Environment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NN2	Women and the environment	4f1ffd03d6ee472dabbb94fb89f53c8d	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4f1ffd03d6ee472dabbb94fb89f53c8d	['NN2', 'NN2']	<div><ul><li><b>Narrative ID</b>: NN2</li><li><b>Narrative Title</b>: Women and the environment</li><li><b>Theme</b>: Environment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NP19	Population composition by age and sex	42d54194289c4881bff4056c2aea4629	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=42d54194289c4881bff4056c2aea4629	['NP19', 'NP19']	<div><ul><li><b>Narrative ID</b>: NP19</li><li><b>Narrative Title</b>: Population composition by age and sex</li><li><b>Theme</b>: Population and families</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NP25	Child marriage among girls in Jordan	19d870d066d44d01a23b14aba3dac695	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=19d870d066d44d01a23b14aba3dac695	['NP25', 'NP25']	<div><ul><li><b>Narrative ID</b>: NP25</li><li><b>Narrative Title</b>: Child marriage among girls in Jordan</li><li><b>Theme</b>: Population and families</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NP3	Life expectancy at 65 and 80 years by sex	536c080d27194e38931fc638612c1f68	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=536c080d27194e38931fc638612c1f68	['NP3', 'NP3']	<div><ul><li><b>Narrative ID</b>: NP3</li><li><b>Narrative Title</b>: Life expectancy at 65 and 80 years by sex</li><li><b>Theme</b>: Population and families</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NP7	Women and girls in forced displacement (UNHCR & IDMC)	4f42e2b5f58442eb944f57ef22a4c036	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4f42e2b5f58442eb944f57ef22a4c036	['NP7', 'NP7']	<div><ul><li><b>Narrative ID</b>: NP7</li><li><b>Narrative Title</b>: Women and girls in forced displacement (UNHCR & IDMC)</li><li><b>Theme</b>: Population and families</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NV13	Intimate partner physical and/or sexual violence in Kazakhstan	1a681d36cf6a43abb231def74d0d85fe	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=1a681d36cf6a43abb231def74d0d85fe	['NV13', 'NV13']	<div><ul><li><b>Narrative ID</b>: NV13</li><li><b>Narrative Title</b>: Intimate partner physical and/or sexual violence in Kazakhstan</li><li><b>Theme</b>: Violence against women and the girl child</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW11	Equal legal economic rights on selected issues for women and men in developing regions	4b31b21a4ccb41558b6f140a2327d225	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=4b31b21a4ccb41558b6f140a2327d225	['NW11', 'NW11']	<div><ul><li><b>Narrative ID</b>: NW11</li><li><b>Narrative Title</b>: Equal legal economic rights on selected issues for women and men in developing regions</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW12	Women’s equal rights to land ownership and/or control	68c4420b26c04066b787f56b854b9c0b	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=68c4420b26c04066b787f56b854b9c0b	['NW12', 'NW12']	<div><ul><li><b>Narrative ID</b>: NW12</li><li><b>Narrative Title</b>: Women’s equal rights to land ownership and/or control</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW17	Income and unpaid work in Latin America: intersection of gender and race inequalities (ECLAC)	e7b54015d6eb4816a7831a3839027b32	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e7b54015d6eb4816a7831a3839027b32	['NW17', 'NW17']	<div><ul><li><b>Narrative ID</b>: NW17</li><li><b>Narrative Title</b>: Income and unpaid work in Latin America: intersection of gender and race inequalities (ECLAC)</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW19	Activity status and time spent on unpaid work of young people in ECLAC region	17627ede6e6241bab21c21deaf483ab1	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=17627ede6e6241bab21c21deaf483ab1	['NW19', 'NW19']	<div><ul><li><b>Narrative ID</b>: NW19</li><li><b>Narrative Title</b>: Activity status and time spent on unpaid work of young people in ECLAC region</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW21	Gender pay gap	733303cb424641cf9f3ae89ea97874d2	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=733303cb424641cf9f3ae89ea97874d2	['NW21', 'NW21']	<div><ul><li><b>Narrative ID</b>: NW21</li><li><b>Narrative Title</b>: Gender pay gap</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW22	Type of earnings of married women and men in employment, living in developing regions	83bf64a8faee479fb4639d5d8b684a1d	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=83bf64a8faee479fb4639d5d8b684a1d	['NW22', 'NW22']	<div><ul><li><b>Narrative ID</b>: NW22</li><li><b>Narrative Title</b>: Type of earnings of married women and men in employment, living in developing regions</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW24	Maternity and paternity leave and related benefits	85520f09c5d747f4b9c4ec858155f1ce	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=85520f09c5d747f4b9c4ec858155f1ce	['NW24', 'NW24']	<div><ul><li><b>Narrative ID</b>: NW24</li><li><b>Narrative Title</b>: Maternity and paternity leave and related benefits</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW33	Methodological note on gender equality in trade (UNCTAD)	aff893133d3b4565b69acd1f7b4d0110	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=aff893133d3b4565b69acd1f7b4d0110	['NW33', 'NW33']	<div><ul><li><b>Narrative ID</b>: NW33</li><li><b>Narrative Title</b>: Methodological note on gender equality in trade (UNCTAD)</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW34	Resource allocation within households and individual poverty (the World Bank)	ca789604c7a9485e848528963844c45d	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=ca789604c7a9485e848528963844c45d	['NW34', 'NW34']	<div><ul><li><b>Narrative ID</b>: NW34</li><li><b>Narrative Title</b>: Resource allocation within households and individual poverty (the World Bank)</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW35	Multidimensional child poverty (UNICEF)	77e5019141a04151945742bc0e81f6b3	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=77e5019141a04151945742bc0e81f6b3	['NW35', 'NW35']	<div><ul><li><b>Narrative ID</b>: NW35</li><li><b>Narrative Title</b>: Multidimensional child poverty (UNICEF)</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW36	Gender differences and trends in reading as leisure activity in Italy	f1d33b9809db4d27a1c94bab209b4011	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=f1d33b9809db4d27a1c94bab209b4011	['NW36', 'NW36']	<div><ul><li><b>Narrative ID</b>: NW36</li><li><b>Narrative Title</b>: Gender differences and trends in reading as leisure activity in Italy</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW37	COVID 19 in Colombia	2a77ee73513e4185840acb1b6bc1361b	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=2a77ee73513e4185840acb1b6bc1361b	['NW37', 'NW37']	<div><ul><li><b>Narrative ID</b>: NW37</li><li><b>Narrative Title</b>: COVID 19 in Colombia</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW38	Women’s and men’s employment in Latvia, by presence of children in the household 	92a42ff654de4d23a6a1da976054cf63	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=92a42ff654de4d23a6a1da976054cf63	['NW38', 'NW38']	<div><ul><li><b>Narrative ID</b>: NW38</li><li><b>Narrative Title</b>: Women’s and men’s employment in Latvia, by presence of children in the household </li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW6	Access to formal financial services	0f336764a47643e3ab56fbc98ecdda21	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=0f336764a47643e3ab56fbc98ecdda21	['NW6', 'NW6']	<div><ul><li><b>Narrative ID</b>: NW6</li><li><b>Narrative Title</b>: Access to formal financial services</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW7	Economic impact of unpaid work in Mexico	e254648c49d04717a98b44d8b203864b	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=e254648c49d04717a98b44d8b203864b	['NW7', 'NW7']	<div><ul><li><b>Narrative ID</b>: NW7</li><li><b>Narrative Title</b>: Economic impact of unpaid work in Mexico</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW8	Discriminatory attitudes towards women engaging in paid jobs	247cc2188f2146beacad35ef94ccf7fa	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=247cc2188f2146beacad35ef94ccf7fa	['NW8', 'NW8']	<div><ul><li><b>Narrative ID</b>: NW8</li><li><b>Narrative Title</b>: Discriminatory attitudes towards women engaging in paid jobs</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
NW9	Ratification of international agreements on equal renumeration and on equal rights in employment and discriminatory laws and regulations at the national level	fa88979f129e4d479aaa7d0120ebf853	https://undesa.maps.arcgis.com/apps/MapJournal/index.html?appid=fa88979f129e4d479aaa7d0120ebf853	['NW9', 'NW9']	<div><ul><li><b>Narrative ID</b>: NW9</li><li><b>Narrative Title</b>: Ratification of international agreements on equal renumeration and on equal rights in employment and discriminatory laws and regulations at the national level</li><li><b>Theme</b>: Economic empowerment</li><li><b>SDG indicators</b>: </li><li><b>Beijing objectives</b>: </li><li><b>Related-narratives</b>: </li><li><b>Labels</b>: </li></ul><b>App ID</b>: [ITEM_ID]<br /></div><div><br /></div>
