SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	COD	COD_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	740	Prostate cancer	0.35	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	760	Lymphomas, multiple myeloma	0.35	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	770	Leukaemia	0.29	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	780	Other malignant neoplasms	0.58	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	800	Diabetes mellitus	1.58	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	950	Alzheimer disease and other dementias	1.98	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1110	Rheumatic heart disease	0.29	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1120	Hypertensive heart disease	0.89	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1130	Ischaemic heart disease	9.41	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1140	Stroke	5.76	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1150	Cardiomyopathy, myocarditis, endocarditis	0.37	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1160	Other circulatory diseases	1.08	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1180	Chronic obstructive pulmonary disease	3.03	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1190	Asthma	0.42	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1200	Other respiratory diseases	0.35	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1230	Cirrhosis of the liver	1.25	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1250	Other digestive diseases	0.4	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1270	Kidney diseases	1.17	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1530	Road injury	1.39	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1550	Falls	0.65	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1570	Drowning	0.32	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1610	Self-harm	0.79	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1620	Interpersonal violence	0.48	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
S_0450	Annual number of deaths, by leading causes of deaths	G	Global	0	Global	nan	nan	1	World	2016	1600_OTH	Other intentional injuries	0.62	NUMBER	Number	6	Millions	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	Data are presented for the 42 leading causes of death in 2016 (where global number of deaths exceeded 280,000). These causes accounted for 89% of all deaths in 2016. Female deaths rate in relation to the combined male and female death rate are shown for cells where the age specific death rate from a cause, in either sex, exceeds 1,500 per 100,000.
