SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	DISCIPLINE	DISCIPLINE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2009	F	Female	F2_PRI	Private non-profit	40.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2009	F	Female	F2_SSC	Social sciences	51.8997	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2009	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	55.22716	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2009	F	Female	_T	All fields	47.62229	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_AGR	Agricultural and veterinary sciences	52.535959999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_BUS_ENT	Business enterprise	43.7201	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_ENG	Engineering and technology	33.38997	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_GOV	Government	54.296409999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_HIG_EDU	Higher education	44.7775	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_HUM	Humanities and the arts	63.8009	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_MED	Medical and health sciences	57.43481	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_NSC	Natural sciences	49.45369	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	45.36826	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_PRI	Private non-profit	42.735040000000005	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_SSC	Social sciences	52.26171	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	56.698980000000006	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2010	F	Female	_T	All fields	48.59245	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_AGR	Agricultural and veterinary sciences	52.8481	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_BUS_ENT	Business enterprise	44.991409999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_ENG	Engineering and technology	33.42067	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_GOV	Government	54.92695	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_HIG_EDU	Higher education	45.2983	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_HUM	Humanities and the arts	61.658030000000004	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_MED	Medical and health sciences	61.20482	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_NSC	Natural sciences	49.13856	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	46.345420000000004	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_PRI	Private non-profit	42.148759999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_SSC	Social sciences	51.6492	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	55.67918	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	_T	All fields	49.067190000000004	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_AGR	Agricultural and veterinary sciences	55.64784	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_BUS_ENT	Business enterprise	42.79732	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_ENG	Engineering and technology	32.36355	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_GOV	Government	55.16864	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_HIG_EDU	Higher education	45.62064	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_HUM	Humanities and the arts	58.599509999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_MED	Medical and health sciences	58.751830000000005	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_NSC	Natural sciences	51.02859	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	45.98907	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_PRI	Private non-profit	44.886359999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_SSC	Social sciences	53.94412	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	55.80995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	_T	All fields	48.61029	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_AGR	Agricultural and veterinary sciences	54.35459	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_BUS_ENT	Business enterprise	42.84369	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_ENG	Engineering and technology	35.06523	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_GOV	Government	56.871069999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_HIG_EDU	Higher education	47.98021	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_HUM	Humanities and the arts	58.243080000000006	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_MED	Medical and health sciences	56.9594	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_NSC	Natural sciences	53.07074	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	47.32195	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_PRI	Private non-profit	29.032259999999997	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_SSC	Social sciences	55.601319999999994	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	56.67482	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2013	F	Female	_T	All fields	49.69866	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_AGR	Agricultural and veterinary sciences	55.85366	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_BUS_ENT	Business enterprise	39.581759999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_ENG	Engineering and technology	30.913090000000004	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_GOV	Government	58.40416999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_HIG_EDU	Higher education	48.7478	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_HUM	Humanities and the arts	62.0261	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_MED	Medical and health sciences	60.580490000000005	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_NSC	Natural sciences	55.42484	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	46.67458	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_PRI	Private non-profit	44.13793	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_SSC	Social sciences	55.9322	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	58.20032	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2014	F	Female	_T	All fields	49.47457	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	F2_BUS_ENT	Business enterprise	37.544509999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	F2_GOV	Government	55.672880000000006	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	F2_HIG_EDU	Higher education	51.70843	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	F2_PRI	Private non-profit	46.2585	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2015	F	Female	_T	All fields	47.926359999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	F2_BUS_ENT	Business enterprise	39.25711	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	F2_GOV	Government	58.50572	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	F2_HIG_EDU	Higher education	51.87202	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	F2_PRI	Private non-profit	50.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2016	F	Female	_T	All fields	49.10109	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_AGR	Agricultural and veterinary sciences	74.96136	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_ENG	Engineering and technology	78.48739	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_GOV	Government	71.2406	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_HIG_EDU	Higher education	84.05797	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_HUM	Humanities and the arts	66.66667	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_MED	Medical and health sciences	72.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_NSC	Natural sciences	72.72726999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	75.82205	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_SSC	Social sciences	70.96774	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	F2_SSC_HUM	Social sciences and humanities (sub-total)	70.76923000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2017	F	Female	_T	All fields	75.61881	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2009	F	Female	_T	All fields	13.81215	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2010	F	Female	_T	All fields	14.97326	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_AGR	Agricultural and veterinary sciences	13.333329999999998	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_GOV	Government	14.705879999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_HIG_EDU	Higher education	13.758389999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_NSC_ENG_MED_AGR	Natural sciences and engineering (sub-total)	13.333329999999998	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_UNSPEC	Not specified fields	14.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	UIS Estimation
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	F2_PRI	Private non-profit	7.692310000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2011	F	Female	_T	All fields	14.511870000000002	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	F	Female	F2_AGR	Agricultural and veterinary sciences	57.781459999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	F	Female	F2_BUS_ENT	Business enterprise	38.70032	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0380	Share of women among researchers, by discipline	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	F	Female	F2_ENG	Engineering and technology	34.31062	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
