SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	URBANIZATION	URBANIZATION_DESC	INCOME_WEALTH_QUANTILE	INCOME_WEALTH_QUANTILE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2003	F	Female	Y15T49	15 to 49 years old	R	Rural	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	30.9	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	59.0	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T20	15 to 20 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	52.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y20T34	20 to 34 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	60.6	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y35T49	35 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	54.9	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_2	Lower secondary education	74.4	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11A_01	Never attended an education programme / No schooling	36.3	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_1	Primary education	54.6	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_3	Upper secondary education	92.4	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	Q1	Quintile 1 (poorest)	_T	Total or no breakdown by education level	24.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	Q2	Quintile 2 (second poorest)	_T	Total or no breakdown by education level	50.1	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	Q3	Quintile 3 (middle)	_T	Total or no breakdown by education level	64.9	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	Q4	Quintile 4 (second richest)	_T	Total or no breakdown by education level	81.8	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	_T	Total	Q5	Quintile 5 (richest)	_T	Total or no breakdown by education level	94.6	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	U	Urban	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	84.3	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y15T49	15 to 49 years old	R	Rural	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	43.0	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	74.0	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T20	15 to 20 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	72.1	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y20T34	20 to 34 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	74.6	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y35T49	35 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	71.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_2	Lower secondary education	83.3	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11A_01	Never attended an education programme / No schooling	52.3	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_1	Primary education	68.8	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	_T	Total (national average) or no breakdown	ISCED11_3	Upper secondary education	96.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	Q1	Quintile 1 (poorest)	_T	Total or no breakdown by education level	46.9	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	Q2	Quintile 2 (second poorest)	_T	Total or no breakdown by education level	60.7	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	Q3	Quintile 3 (middle)	_T	Total or no breakdown by education level	77.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	Q4	Quintile 4 (second richest)	_T	Total or no breakdown by education level	93.6	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	_T	Total	Q5	Quintile 5 (richest)	_T	Total or no breakdown by education level	96.7	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	U	Urban	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	90.1	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	N	National	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2014	F	Female	Y15T49	15 to 49 years old	R	Rural	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	60.2	PT	Percent	0	Units	nan	nan	Ghana Demographic and Health Survey	nan	1998-2014	nan
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2006	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	89.6	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2000-2006	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2013	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	91.8	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2007-2013	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2019	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	93.8	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2014-2019	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	513	Europe and Northern America	2006	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	99.2	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2000-2006	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	513	Europe and Northern America	2013	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	99.3	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2007-2013	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	513	Europe and Northern America	2019	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	99.1	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2014-2019	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2006	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	98.0	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2000-2006	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2013	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	98.5	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2007-2013	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	1	Region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2019	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	96.7	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2014-2019	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2006	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	43.8	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2000-2006	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2013	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	51.5	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2007-2013	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
S_0480	Proportion of births attended by skilled health personnel	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2019	F	Female	_T	All age ranges or no breakdown by age	_T	Total	_T	Total (national average) or no breakdown	_T	Total or no breakdown by education level	77.8	PT	Percent	0	Units	E	Estimated	Joint global database on skilled attendance at birth, 2020, United Nations Children's Fund (UNICEF) and World Health Organisation (WHO).	nan	2014-2019	Figures are based on the latest country-level data available for 2000-2006, 2007-2013 and 2014-2019.
