SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2015	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	1.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014-15	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-72.33640958	18.40426539	332	Haiti	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	4.8	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016-17	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2012	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	5.141898986088576	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2011-12	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	1.3	PT	Percent	0	Units	CA	Country Adjusted	NFHS	nan	2015-16	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-77.31068409	18.15616857	388	Jamaica	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.3	PT	Percent	0	Units	CA	Country Adjusted	Women's Health Survey 2016	nan	2016	Definition of sexual violence differs from the standard
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2014	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	4.397697964299338	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2014	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	1.7680049999999998	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-9.311879037999999	6.448381008999999	430	Liberia	2007	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	4.209644712634557	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2007	Not included in aggregates as falls outside year range
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2019	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	4.2	PT	Percent	0	Units	E	Estimated	DHS and other national surveys	nan	2012-2019	Based on 12 countries with a population coverage of 68 per cent
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	33.4884625	-13.40819859	454	Malawi	2015	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	4.1	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014-15	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	0.4	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016-17	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2018	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	7.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2018	In the Kidal region, only urban areas were sampled
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2005	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	5.226239068459742	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2005	Not included in aggregates as falls outside year range
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2015	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	1.9	PT	Percent	0	Units	CA	Country Adjusted	AIS	nan	2015	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2015	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	0.4	PT	Percent	0	Units	CA	Country Adjusted	AIS	nan	2015	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	17.21907885	-22.13817068	516	Namibia	2013	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	0.546334016542284	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	3.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	8.097363256	9.585789025	566	Nigeria	2018	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	5.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2018	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	68.80479684	29.36491634	586	Pakistan	2018	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	1.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017-18	Refers to ever-married women only; excludes Azad Jammu and Kashmir and Gilgit Baltistan regions
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-81.26616623	8.450965746	591	Panama	2015	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	3.4	PT	Percent	0	Units	CA	Country Adjusted	ENASSER	nan	2014-15	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	125.94510520000001	-8.797497247	626	Timor-Leste	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.8	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2015	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	9.907454871084012	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014-15	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2015	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	0.100349	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014-15	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	6.609772265	0.241554875	678	Sao Tome and Principe	2009	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	3.378896232053107	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2008-09	Not included in aggregates as falls outside year range
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.1	PT	Percent	0	Units	CA	Country Adjusted	Continuous DHS	nan	2017	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2013	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	1.835954198152509	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2013	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	0.386022	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	24.67184355	-29.99957544	710	South Africa	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	0.6	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	Refers to ever-married women only
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	29.86909584	-19.00075492	716	Zimbabwe	2019	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.4	PT	Percent	0	Units	CA	Country Adjusted	MICS	nan	2019	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2012	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	13.0	PT	Percent	0	Units	C	Country data	A National Prevalence Study on Exposure to Violence among Women and Men and its Association to Health	nan	2012	Refers to experiences of completed or attempted forced sexual intercourse
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2012	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	4.0	PT	Percent	0	Units	C	Country data	A National Prevalence Study on Exposure to Violence among Women and Men and its Association to Health	nan	2012	Refers to experiences of completed or attempted forced sexual intercourse
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	69.29499799999999	38.43069666	762	Tajikistan	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	0.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	0.97835765	8.532096072	768	Togo	2014	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	3.7840987031159288	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013-14	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	-61.29389504	10.41877263	780	Trinidad and Tobago	2017	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	24.8	PT	Percent	0	Units	CA	Country Adjusted	National Women's and Health Survey for Trinidad and Tobago	nan	2017	Refers to experiences of either being touched sexually or made to do something sexual when she did not want to
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	32.39100438	1.279557331	800	Uganda	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	5.2	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	32.39100438	1.279557331	800	Uganda	2016	M	Male	Y18T29	18 to 29 years old	SEX	Sexual	1.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2007	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	1.8400653702059	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2007	Not included in aggregates as falls outside year range
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	34.80521182	-6.265332606	834	United Republic of Tanzania	2016	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	7.300308398161903	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2015-16	nan
S_0820	Proportion of young women and men aged 18-29 years who experienced sexual violence by age 18	G	Global	4	Country or Area	27.850329	-14.59701056	894	Zambia	2018	F	Female	Y18T29	18 to 29 years old	SEX	Sexual	2.9	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2018	nan
