SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	OCCUPATION	OCCUPATION_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2018	F	Female	_T	Total or no breakdown by Occupation	171.2	CUR_LCU	Local currency	0	Units	C	Country data	ES - Survey on Structure of Earnings	nan	nan	Reference group coverage: Employees | Local currency: CZE - Koruna(CZK) | Working time arrangement coverage: Full-time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	15.33151382	49.73913871	203	Czechia	2018	M	Male	_T	Total or no breakdown by Occupation	212.0	CUR_LCU	Local currency	0	Units	C	Country data	ES - Survey on Structure of Earnings	nan	nan	Reference group coverage: Employees | Local currency: CZE - Koruna(CZK) | Working time arrangement coverage: Full-time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	F	Female	_T	Total or no breakdown by Occupation	188.98	CUR_LCU	Local currency	0	Units	C	Country data	ES - Survey on Structure of Earnings	nan	nan	Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: DNK - Danish krone(DKK)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	9.326571283	56.03829721	208	Denmark	2014	M	Male	_T	Total or no breakdown by Occupation	224.87	CUR_LCU	Local currency	0	Units	C	Country data	ES - Survey on Structure of Earnings	nan	nan	Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: DNK - Danish krone(DKK)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2014	M	Male	_T	Total or no breakdown by Occupation	89.7	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Labour Force Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2014	F	Female	_T	Total or no breakdown by Occupation	82.3	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Labour Force Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: DOM - Dominican peso(DOP)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2015	F	Female	_T	Total or no breakdown by Occupation	94.72	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Labour Force Survey	nan	nan	Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2015	M	Male	_T	Total or no breakdown by Occupation	102.27	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Labour Force Survey	nan	nan	Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2016	M	Male	_T	Total or no breakdown by Occupation	89.32	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2016	F	Female	_T	Total or no breakdown by Occupation	92.76	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2017	M	Male	_T	Total or no breakdown by Occupation	96.56	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2017	F	Female	_T	Total or no breakdown by Occupation	102.76	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2018	M	Male	_T	Total or no breakdown by Occupation	107.89	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2018	F	Female	_T	Total or no breakdown by Occupation	122.73	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Continuous National Labour Force Survey	nan	nan	Employment definition: Excluding own-use production workers | Local currency: DOM - Dominican peso(DOP) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2014	F	Female	_T	Total or no breakdown by Occupation	2.41	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2014	M	Male	_T	Total or no breakdown by Occupation	2.21	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2015	F	Female	_T	Total or no breakdown by Occupation	2.35	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2015	M	Male	_T	Total or no breakdown by Occupation	2.23	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2016	M	Male	_T	Total or no breakdown by Occupation	2.23	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2016	F	Female	_T	Total or no breakdown by Occupation	2.39	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2017	M	Male	_T	Total or no breakdown by Occupation	2.24	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-78.37005241	-1.4477858909999999	218	Ecuador	2017	F	Female	_T	Total or no breakdown by Occupation	2.38	CUR_LCU	Local currency	0	Units	C	Country data	LFS - National Survey on Employment, Unemployment and Underemployment	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: December | Local currency: ECU - United States dollar(USD) | Value type: Real values | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2014	M	Male	_T	Total or no breakdown by Occupation	1.9	CUR_LCU	Local currency	0	Units	C	Country data	HS - Multi-purpose household survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: SLV - United States dollar(USD)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2014	F	Female	_T	Total or no breakdown by Occupation	2.0	CUR_LCU	Local currency	0	Units	C	Country data	HS - Multi-purpose household survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: SLV - United States dollar(USD)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	M	Male	_T	Total or no breakdown by Occupation	6.89	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: EST - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	F	Female	_T	Total or no breakdown by Occupation	4.95	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: EST - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	F	Female	_T	Total or no breakdown by Occupation	17.76	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	M	Male	_T	Total or no breakdown by Occupation	21.38	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2016	M	Male	_T	Total or no breakdown by Occupation	21.42	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2016	F	Female	_T	Total or no breakdown by Occupation	17.92	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2017	F	Female	_T	Total or no breakdown by Occupation	18.12	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2017	M	Male	_T	Total or no breakdown by Occupation	21.73	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings survey	nan	nan	Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture | Establishment size coverage: All establishments with at least 5 employees | Local currency: FIN - Euro(EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	F	Female	_T	Total or no breakdown by Occupation	15.87	CUR_LCU	Local currency	0	Units	C	Country data	ES - Labour cost and structure of earnings annual survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: FRA - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	M	Male	_T	Total or no breakdown by Occupation	18.78	CUR_LCU	Local currency	0	Units	C	Country data	ES - Labour cost and structure of earnings annual survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: FRA - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	M	Male	_T	Total or no breakdown by Occupation	19.87	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: DEU - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	F	Female	_T	Total or no breakdown by Occupation	15.44	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: DEU - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	M	Male	_T	Total or no breakdown by Occupation	10.07	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: GRC - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	F	Female	_T	Total or no breakdown by Occupation	8.81	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: GRC - Euro(EUR)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2014	M	Male	_T	Total or no breakdown by Occupation	44.2	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Annual Survey of Urban Households	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: ARG - Argentine peso(ARS)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2014	F	Female	_T	Total or no breakdown by Occupation	45.8	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Annual Survey of Urban Households	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: ARG - Argentine peso(ARS)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2018	M	Male	_T	Total or no breakdown by Occupation	129.0	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Permanent Household Survey (Urban)	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2018	F	Female	_T	Total or no breakdown by Occupation	131.0	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Permanent Household Survey (Urban)	nan	nan	Employment definition: Excluding own-use production workers | Data reference period: Fourth quarter | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS) | Accounting concept: Net | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2014	M	Male	_T	Total or no breakdown by Occupation	14.6	CUR_LCU	Local currency	0	Units	C	Country data	HIES - Living Conditions National Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: GTM - Quetzal(GTQ)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2014	F	Female	_T	Total or no breakdown by Occupation	14.5	CUR_LCU	Local currency	0	Units	C	Country data	HIES - Living Conditions National Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: GTM - Quetzal(GTQ)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2018	F	Female	_T	Total or no breakdown by Occupation	71.1	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Monthly Employment and Income Survey	nan	nan	Employment definition: Including subsistence workers | Data reference period: First semester | Local currency: GTM - Quetzal(GTQ) | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2018	M	Male	_T	Total or no breakdown by Occupation	59.4	CUR_LCU	Local currency	0	Units	C	Country data	LFS - Monthly Employment and Income Survey	nan	nan	Employment definition: Including subsistence workers | Data reference period: First semester | Local currency: GTM - Quetzal(GTQ) | Working time arrangement coverage: Full-time and part time workers
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2014	M	Male	_T	Total or no breakdown by Occupation	39.2	CUR_LCU	Local currency	0	Units	C	Country data	HS - Continous Multi-Purpose Household Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: HND - Lempira(HNL)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2014	F	Female	_T	Total or no breakdown by Occupation	45.1	CUR_LCU	Local currency	0	Units	C	Country data	HS - Continous Multi-Purpose Household Survey	nan	nan	Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: HND - Lempira(HNL)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	F	Female	_T	Total or no breakdown by Occupation	1311.32	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: HUN - Forint(HUF)
S_1030	Average hourly earnings of employees by sex and occupation (local currency)	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	M	Male	_T	Total or no breakdown by Occupation	1544.89	CUR_LCU	Local currency	0	Units	C	Country data	ES - Structure of Earnings Survey	nan	nan	Repository: Eurostat | Data reference period: May | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: HUN - Forint(HUF)
