SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	ACTIVITY	ACTIVITY_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	199	Least Developed Countries (LDCs)	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	87.3517	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	98.7574	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	97.4818	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	82.8811	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	71.5251	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	92.0457	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	86.3821	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	32.713	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	59.762	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	17.1232	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	18.3081	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	17.2532	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	21	Northern America	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	18.8715	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	83.6412	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	82.0219	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	46.7396	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	51.3028	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	48.7286	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	30	Eastern Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	52.5491	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	99.4635	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	99.2882	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	76.8788	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	77.6298	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	90.7479	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	34	Southern Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	86.7715	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	95.8101	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	89.9625	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	66.7524	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	67.8688	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	78.387	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	77.7112	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	87.6976	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	76.7397	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	51.8109	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	46.8247	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	54.271	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	52.2876	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	97.8934	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	95.6737	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	67.9583	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	64.6908	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	85.4828	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	432	Landlocked developing countries (LLDCs)	2016	_T	No breakdown	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	81.7513	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	ISIC4_A	Agriculture, forestry and fishing	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	61.8205	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	ISIC4_A	Agriculture, forestry and fishing	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	55.3842	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	NONAGR	Non-agriculture	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	17.2998	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	NONAGR	Non-agriculture	M	Male	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	19.9408	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
S_1080	Proportion of informal employment in total employment, by sector and sex	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	_T	No breakdown	F	Female	_T	All age ranges or no breakdown by age	_T	Total or no breakdown by education level	18.8037	PT	Percent	0	Units	E	Estimated	ILO estimates based on processing of country microdata sets	nan	nan	nan
