SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	COD	COD_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	6.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	11.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	5.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.6	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	5.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	5.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	4.9	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	202	Sub-Saharan Africa	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.9	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	11.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	10.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	8.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	33.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	8.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	31.6	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	7.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	28.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	7.3	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	26.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	7.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	26.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	5.9	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	20.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	6.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	18.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	6.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	18.6	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	7.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	20.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	6.9	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	19.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	4.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	9.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	8.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	7.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	8.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	3.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	8.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	13.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	16.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	13.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	15.6	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	12.2	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	14.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	11.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	14.6	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	11.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	14.4	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	6.9	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2005	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2005	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	7.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2010	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2010	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	7.1	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2015	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2015	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	6.7	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	2.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	6.8	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2000	F	Female	_T	All age ranges or no breakdown by age	1610	Self-harm	12.0	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0470	Cause-specific mortality rate (age-standardized), due to self-harm	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2000	M	Male	_T	All age ranges or no breakdown by age	1610	Self-harm	12.3	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
