SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	HOUSEHOLD_TYPE	HOUSEHOLD_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	95.8	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2347	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	54.7	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2342	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	54.0	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2343	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	52.8	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2342	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	58.5	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2343	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	22.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2338	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	95.2	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2339	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	22.0	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2338	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	98.8	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2339	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	24.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2340	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	91.5	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2341	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	22.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2340	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0920	Labour force participation rate among people aged 25–54 years by sex, region with 2 children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	97.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2341	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
