SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	PERPETRATOR	PERPETRATOR_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-70.49847576	18.89832088	214	Dominican Republic	2013	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.2	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	39.63505296	8.631223181000001	231	Ethiopia	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.2	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	Refers to experiences that occurred in the last 13 months
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	11.78727747	-0.60687619	266	Gabon	2012	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.4	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2012	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-15.39944785	13.45295927	270	Gambia	2013	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.4	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-1.205623522	7.964825185	288	Ghana	2008	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.8	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2008	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2015	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.2	PT	Percent	0	Units	CA	Country Adjusted	Encuesta Nacional de Salud Materno Infantil (ENSMI)	nan	2014-2015	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-72.33640958	18.40426539	332	Haiti	2017	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.2	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016-2017	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-86.59974381	14.82243161	340	Honduras	2012	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2011-2012	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	79.3608464	22.34642074	356	India	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.4	PT	Percent	0	Units	CA	Country Adjusted	National Family Health Survey (NFHS)	nan	2015-2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	37.86096816	0.534797278	404	Kenya	2014	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014	Includes sexual violence committed by previous partners
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	74.52324839	41.46204516	417	Kyrgyzstan	2012	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2012	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-9.311879037999999	6.448381008999999	430	Liberia	2007	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	2.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2007	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	33.4884625	-13.40819859	454	Malawi	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.9	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2015-2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	73.09672546	-0.614385021	462	Maldives	2017	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.5	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016-2017	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-3.522016039	17.35311254	466	Mali	2018	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.6	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2018	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2005	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.9	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2005	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	38.18479941	-14.27963886	508	Mozambique	2011	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.6	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2011	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	17.21907885	-22.13817068	516	Namibia	2013	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.9	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	83.94678863	28.25866332	524	Nepal	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.1	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	8.097363256	9.585789025	566	Nigeria	2018	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.6	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2018	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	145.8587761	-6.756057077	598	Papua New Guinea	2018	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	3.1	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016-2018	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	120.86014180000001	14.16591706	608	Philippines	2017	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.1	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	125.94510520000001	-8.797497247	626	Timor-Leste	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.4	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	29.92310194	-1.999842114	646	Rwanda	2015	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	2.4	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2014-2015	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	6.609772265	0.241554875	678	Sao Tome and Principe	2009	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.8	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2008-2009	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-14.46636926	14.35920905	686	Senegal	2017	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.5	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	-11.78306584	8.568604164	694	Sierra Leone	2013	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	29.86909584	-19.00075492	716	Zimbabwe	2015	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.5	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2015	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	69.29499799999999	38.43069666	762	Tajikistan	2017	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.0	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2017	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	0.97835765	8.532096072	768	Togo	2014	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013-2014	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	32.39100438	1.279557331	800	Uganda	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.5	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2007	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.5	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2007	Forced to have sexual intercourse against her will
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	34.80521182	-6.265332606	834	United Republic of Tanzania	2016	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	0.9	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2015-2016	nan
S_0810	Proportion of women aged 20-29 who have ever experienced sexual violence by a non-partner since age of 15	G	Global	4	Country or Area	27.850329	-14.59701056	894	Zambia	2014	F	Female	Y20T29	20 to 29 years old	SEX	Sexual	NOT_INT_PARTNER	Persons other than an intimate partner	1.3	PT	Percent	0	Units	CA	Country Adjusted	DHS	nan	2013-2014	nan
