SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	INCOME_WEALTH_QUANTILE	INCOME_WEALTH_QUANTILE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	M	Male	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	18.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	M	Male	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	17.6	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	M	Male	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	15.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	M	Male	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	16.5	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	M	Male	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	18.9	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	F	Female	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	46.6	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	F	Female	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	39.7	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	F	Female	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	39.0	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	F	Female	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	36.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-84.19712782	9.970998683	188	Costa Rica	2017	F	Female	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	33.2	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	M	Male	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	23.2	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	M	Male	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	21.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	M	Male	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	20.9	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	M	Male	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	19.5	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	M	Male	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	19.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	F	Female	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	46.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	F	Female	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	41.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	F	Female	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	38.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	F	Female	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	37.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-88.86862995	13.73603564	222	El Salvador	2017	F	Female	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	31.5	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	16.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	15.0	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	14.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	14.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	M	Male	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	15.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	46.2	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	46.6	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	42.7	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	38.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2014	F	Female	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	35.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	M	Male	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	20.3	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	M	Male	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	12.9	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	M	Male	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	11.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	M	Male	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	10.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	M	Male	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	10.6	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	F	Female	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	32.2	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	F	Female	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	31.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	F	Female	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	30.2	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	F	Female	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	25.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-60.54854225	-21.70216237	600	Paraguay	2016	F	Female	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	24.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	M	Male	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	12.8	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	M	Male	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	11.5	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	M	Male	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	12.1	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	M	Male	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	12.6	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	M	Male	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	12.0	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	Y_GE15	15 years old and over	Q1	Quintile 1 (poorest)	24.5	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	Y_GE15	15 years old and over	Q2	Quintile 2 (second poorest)	22.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	Y_GE15	15 years old and over	Q3	Quintile 3 (middle)	21.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	Y_GE15	15 years old and over	Q4	Quintile 4 (second richest)	21.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
S_1090	Hours per week spent on unpaid domestic and care work, by sex, location and income quintile	R	Regional	4	Country or Area	-53.08432878	-10.77668561	76	Brazil	2017	F	Female	Y_GE15	15 years old and over	Q5	Quintile 5 (richest)	19.4	HR_PER_WK	Hours per week	0	Units	nan	nan	Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of Repository of information on time use in Latin America and the Caribbean.	nan	nan	nan
