SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	HOUSEHOLD_TYPE	HOUSEHOLD_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	12.57022427	42.79917282	380	Italy	2011	_T	Both sexes or no breakdown by sex	3	Couples with children	33.76	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	12.57022427	42.79917282	380	Italy	2011	_T	Both sexes or no breakdown by sex	2	Couples without children	18.85	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2001	_T	Both sexes or no breakdown by sex	3	Couples with children	28.99	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2001	_T	Both sexes or no breakdown by sex	2	Couples without children	20.68	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2005	_T	Both sexes or no breakdown by sex	3	Couples with children	31.73	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2005	_T	Both sexes or no breakdown by sex	2	Couples without children	18.37	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2002	_T	Both sexes or no breakdown by sex	3	Couples with children	36.6	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	19.40660158	52.122673299999995	616	Poland	2002	_T	Both sexes or no breakdown by sex	2	Couples without children	14.49	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2011	_T	Both sexes or no breakdown by sex	3	Couples with children	34.71	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2011	_T	Both sexes or no breakdown by sex	2	Couples without children	23.84	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2011	_T	Both sexes or no breakdown by sex	3	Couples with children	26.56	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2011	_T	Both sexes or no breakdown by sex	2	Couples without children	19.24	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2010	_T	Both sexes or no breakdown by sex	3	Couples with children	23.57	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	99.01404926	61.61899849	643	Russian Federation	2010	_T	Both sexes or no breakdown by sex	2	Couples without children	15.12	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2002	_T	Both sexes or no breakdown by sex	3	Couples with children	38.53	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2002	_T	Both sexes or no breakdown by sex	2	Couples without children	14.54	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-3.554078296	40.39211472	724	Spain	2001	_T	Both sexes or no breakdown by sex	3	Couples with children	40.33	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-3.554078296	40.39211472	724	Spain	2001	_T	Both sexes or no breakdown by sex	2	Couples without children	17.26	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2017	_T	Both sexes or no breakdown by sex	3	Couples with children	35.86	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2017	_T	Both sexes or no breakdown by sex	2	Couples without children	22.57	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2007	_T	Both sexes or no breakdown by sex	3	Couples with children	22.38	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2007	_T	Both sexes or no breakdown by sex	2	Couples without children	19.65	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-99.13830311	39.527787100000005	840	United States of America	2013	_T	Both sexes or no breakdown by sex	3	Couples with children	23.82	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
S_0200	Proportion of couples’ households with and without children	G	Global	4	Country or Area	-99.13830311	39.527787100000005	840	United States of America	2013	_T	Both sexes or no breakdown by sex	2	Couples without children	24.79	PT	Percent	0	Units	nan	nan	UNDESA, Population Division, Household Size & Composition 2019 (accessed on 14 August 2020).	https://population.un.org/Household/index.html#/countries/840	nan	nan
