SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	PERPETRATOR	PERPETRATOR_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	POLICE_SOLDIER	Police/soldier	0.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	6.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	43.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	13.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	EMPLYR	Employer/someone at work	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	4.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	0.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	17.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	1.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OTHER	Other	4.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	2.8	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	7.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	POLICE_SOLDIER	Police/soldier	0.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELIG	Priest/religious leader	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	7.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2011	F	Female	Y_GE15	15 years old and over	SEX	Sexual	TEACH	Teacher	0.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2011	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	73.4	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	1.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	0.8	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	0.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	20.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OTHER	Other	1.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	2.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	1.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	POLICE_SOLDIER	Police/soldier	0.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	18.66618401	15.36279341	148	Chad	2015	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	3.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2014-15	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2005	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	53.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2005	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	-73.07446751	3.888209046	170	Colombia	2005	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	46.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2005	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	2.4	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	17.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	4.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	EMPLYR	Employer/someone at work	2.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	6.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	0.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	21.0	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	1.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OTHER	Other	8.6	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	RELATIVE_OTH	Other relative	9.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	OWNFRND_ACQ	Own friend/acquaintance	3.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	STRANGER	Stranger	31.9	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	43.34234565	-11.66121732	174	Comoros	2012	F	Female	Y_GE15	15 years old and over	SEX	Sexual	TEACH	Teacher	1.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2012	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BRTH	Brother/step-brother	1.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_CURR	Current husband or partner	60.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	BOYFRND	Current or former boyfriend	13.3	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FAMFRND	Family friend	1.5	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	FATH	Father/step-father	0.2	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	HUS_PART_FRMR	Former husband or partner	21.4	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
S_0800	Percentage of women to whom sexual violence was committed by non -partners, by perpetrator	G	Global	4	Country or Area	23.65496507	-2.8771547319999997	180	Democratic Republic of the Congo	2014	F	Female	Y_GE15	15 years old and over	SEX	Sexual	INLAW	In-law	0.1	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	2013-14	nan
