SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	IMMIGRATION_STATUS	IMMIGRATION_STATUS_DESC	SOCIOEC_STATUS	SOCIOEC_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	17.38	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	38.6	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	25.84093481	58.68487172	233	Estonia	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	37.68	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	177.96608840000002	-17.83301566	242	Fiji	2016	F	Female	_T	Total	_T	Total	25.7	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	177.96608840000002	-17.83301566	242	Fiji	2016	M	Male	_T	Total	_T	Total	41.28	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	F	Female	_T	Total	_T	Total	24.35	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	M	Male	_T	Total	_T	Total	19.4	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	15.2	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	38.46	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	11.1	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	23.308447	61.91586738	246	Finland	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	27.12	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	F	Female	_T	Total	_T	Total	27.96	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	M	Male	_T	Total	_T	Total	19.63	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	51.4	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	49.05	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-149.4052367	-17.67709294	258	French Polynesia	2015	F	Female	_T	Total	_T	Total	24.1	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-149.4052367	-17.67709294	258	French Polynesia	2015	M	Male	_T	Total	_T	Total	19.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	F	Female	_T	Total	_T	Total	23.62	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	M	Male	_T	Total	_T	Total	35.81	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	43.37	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	40.1	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	26.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	23.1	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	F	Female	_T	Total	_T	Total	17.6	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	M	Male	_T	Total	_T	Total	33.67	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	31.43	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	22.58	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	19.01	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	22.58307827	39.47301873	300	Greece	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	18.4	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-41.39371316	74.75625681	304	Greenland	2014	F	Female	_T	Total	_T	Total	32.45	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-41.39371316	74.75625681	304	Greenland	2014	M	Male	_T	Total	_T	Total	22.56	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-41.39371316	74.75625681	304	Greenland	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	29.82	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-41.39371316	74.75625681	304	Greenland	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	47.9	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2015	F	Female	_T	Total	_T	Total	19.6	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-91.23127459999999	15.00273719	320	Guatemala	2015	M	Male	_T	Total	_T	Total	61.6	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	F	Female	_T	Total	_T	Total	30.79	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	M	Male	_T	Total	_T	Total	33.7	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	39.8	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	31.2	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	F	Female	_T	Total	_T	Total	15.33	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	M	Male	_T	Total	_T	Total	52.97	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	_T	Both sexes or no breakdown by sex	_T	Total	HIGH	High socio-economic status	11.3	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	_T	Both sexes or no breakdown by sex	IMM	Immigrant background	_T	Total	20.01	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	_T	Both sexes or no breakdown by sex	_T	Total	LOW	Low socio-economic status	26.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2014	_T	Both sexes or no breakdown by sex	NON_IMM	Non-immigrant background	_T	Total	16.06	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2015	F	Female	_T	Total	_T	Total	19.0	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	113.9174	-0.9945822040000001	360	Indonesia	2015	M	Male	_T	Total	_T	Total	43.93	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0390	Percentage of students who experienced bullying in the last 12 months, by socio economic and immigration background	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	2014	F	Female	_T	Total	_T	Total	28.62	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
