SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	PERPETRATOR	PERPETRATOR_DESC	OBS_VALUE	LOWER_BOUND	UPPER_BOUND	STD_ERROR	VAR_COEF	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	24.3	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	6.800000000000002	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	32.9	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	28.0	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	25.1	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	24.8	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	20.6	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	17.57817062	-12.33724746	24	Angola	2016	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	18.1	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	11.5	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	9.3	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	1.9	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	9.9	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	11.7	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	11.2	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	10.5	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	7.7	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2006	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	8.5	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2006	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2015	F	Female	Y18T69	18 to 69 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	2.7	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	PAHO Report	https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=evidence-7483&alias=47112-intimate-partner-violence-against-women-in-the-americas-2018&Itemid=270&lang=en	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	-65.14563274	-35.19446255	32	Argentina	2015	F	Female	Y18T69	18 to 69 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	0.2	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	PAHO Report	https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=evidence-7483&alias=47112-intimate-partner-violence-against-women-in-the-americas-2018&Itemid=270&lang=en	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2012	F	Female	Y18T74	18 to 74 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	2.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3506	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2012	F	Female	Y18T74	18 to 74 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	1.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3506	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	28.4	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	22.2	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	Other - National Study on Violence against Women Survey 2015	https://asiapacific.unfpa.org/sites/default/files/pub-pdf/Bangladesh_VAW_survey_report_2015_compressed.pdf	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	14.3	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	Other - National Study on Violence against Women Survey 2015	https://asiapacific.unfpa.org/sites/default/files/pub-pdf/Bangladesh_VAW_survey_report_2015_compressed.pdf	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	35.4	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	32.2	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	30.8	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	27.1	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	21.6	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	89.17660788	22.86961622	50	Bangladesh	2015	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	19.7	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	Violence against Women Survey 2015	nan	2015	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	0.0	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	3.5000000000000004	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	0.3	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	2.4	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	2.3	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	3.3	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	4.7	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	2.8	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2016	F	Female	Y45T49	45 to 49 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	5.6	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2012	F	Female	Y18T74	18 to 74 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	5.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3507	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	4.660976456	50.64104975	56	Belgium	2012	F	Female	Y18T74	18 to 74 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	1.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3507	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2016	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	21.4	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	PAHO Report	https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=evidence-7483&alias=47112-intimate-partner-violence-against-women-in-the-americas-2018&Itemid=270&lang=en	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	-64.66224284	-16.71273412	68	Bolivia (Plurinational State of)	2016	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	16.3	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	PAHO Report	https://www.paho.org/hq/index.php?option=com_docman&view=download&category_slug=evidence-7483&alias=47112-intimate-partner-violence-against-women-in-the-americas-2018&Itemid=270&lang=en	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	Y18T74	18 to 74 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	6.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3508	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2012	F	Female	Y18T74	18 to 74 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	3.0	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	FRA	https://fra.europa.eu/en/publications-and-resources/data-and-maps/survey-data-explorer-violence-against-women-survey?mdq1=theme&mdq2=3508	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y15T19	15 to 19 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	21.8	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y15T49	15 to 49 years old	PHY	Physical	INT_PARTNER	Current or former intimate partner	10.2	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y15T49	15 to 49 years old	SEX	Sexual	INT_PARTNER	Current or former intimate partner	2.2	nan	nan	nan	nan	PT	Percent	0	Units	nan	nan	DHS	http://www.statcompiler.com	nan	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y20T24	20 to 24 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	14.0	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y25T29	25 to 29 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	13.3	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y30T34	30 to 34 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	11.7	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y35T39	35 to 39 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	9.9	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
S_0790	Proportion of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age (%)	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2016	F	Female	Y40T44	40 to 44 years old	PHY+SEX	Physical and sexual	INT_PARTNER	Current or former intimate partner	10.5	nan	nan	nan	nan	PT	Percent	0	Units	C	Country data	DHS	nan	2015-16	nan
