SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	ETHNICITY	ETHNICITY_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2008	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	25.3	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2009	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2009	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	35.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2009	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	25.1	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2010	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	29.5	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2010	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	33.4	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2010	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	25.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2011	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	30.0	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2011	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.5	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2011	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	27.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2012	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	27.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2012	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	29.7	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2012	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	26.0	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2013	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	31.0	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2013	F	Female	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.0	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2013	M	Male	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	29.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2014	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	34.5	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2015	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	32.8	PT	Percent	0	Units	C	Country data	LFS - Labour Force Survey	nan	nan	nan
S_0960	Proportion of youth (aged 15-24 years) not in education, employment or training (%)	G	Global	1	Region	nan	nan	9	Oceania	2005	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	_T	Total or no breakdown by ethnicity	13.9	PT	Percent	0	Units	M	Modeled	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	nan	nan	nan
