SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2003	M	Male	ISCED11_1	Primary education	11.231160000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2003	F	Female	ISCED11_2	Lower secondary education	23.532420000000002	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2003	M	Male	ISCED11_2	Lower secondary education	20.06425	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2003	F	Female	ISCED11_3	Upper secondary education	48.67374	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2003	M	Male	ISCED11_3	Upper secondary education	44.16669	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	F	Female	ISCED11_1	Primary education	13.148629999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	M	Male	ISCED11_1	Primary education	10.21517	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	F	Female	ISCED11_2	Lower secondary education	22.40943	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	M	Male	ISCED11_2	Lower secondary education	19.41185	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	F	Female	ISCED11_3	Upper secondary education	47.34525	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2004	M	Male	ISCED11_3	Upper secondary education	43.56192	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	F	Female	ISCED11_1	Primary education	12.16119	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	M	Male	ISCED11_1	Primary education	9.39936	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	F	Female	ISCED11_2	Lower secondary education	21.784010000000002	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	M	Male	ISCED11_2	Lower secondary education	18.65161	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	F	Female	ISCED11_3	Upper secondary education	46.3986	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2005	M	Male	ISCED11_3	Upper secondary education	43.38994	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	F	Female	ISCED11_1	Primary education	11.7933	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	M	Male	ISCED11_1	Primary education	9.34143	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	F	Female	ISCED11_2	Lower secondary education	21.20083	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	M	Male	ISCED11_2	Lower secondary education	18.42866	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	F	Female	ISCED11_3	Upper secondary education	45.44188	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2006	M	Male	ISCED11_3	Upper secondary education	42.61096	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	F	Female	ISCED11_1	Primary education	10.514380000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	M	Male	ISCED11_1	Primary education	7.9876	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	F	Female	ISCED11_2	Lower secondary education	20.40681	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	M	Male	ISCED11_2	Lower secondary education	17.65266	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	F	Female	ISCED11_3	Upper secondary education	44.25464	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2007	M	Male	ISCED11_3	Upper secondary education	41.33248	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	F	Female	ISCED11_1	Primary education	9.89573	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	M	Male	ISCED11_1	Primary education	7.97697	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	F	Female	ISCED11_2	Lower secondary education	19.77027	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	M	Male	ISCED11_2	Lower secondary education	17.55595	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	F	Female	ISCED11_3	Upper secondary education	42.53637	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2008	M	Male	ISCED11_3	Upper secondary education	39.83509	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	F	Female	ISCED11_1	Primary education	9.80562	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	M	Male	ISCED11_1	Primary education	8.334719999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	F	Female	ISCED11_2	Lower secondary education	19.11826	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	M	Male	ISCED11_2	Lower secondary education	17.40897	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	F	Female	ISCED11_3	Upper secondary education	41.55494	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2009	M	Male	ISCED11_3	Upper secondary education	39.26088	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	F	Female	ISCED11_1	Primary education	9.83271	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	M	Male	ISCED11_1	Primary education	8.49527	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	F	Female	ISCED11_2	Lower secondary education	18.167279999999998	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	M	Male	ISCED11_2	Lower secondary education	16.95731	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	F	Female	ISCED11_3	Upper secondary education	40.2505	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2010	M	Male	ISCED11_3	Upper secondary education	38.11509	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	F	Female	ISCED11_1	Primary education	9.57366	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	M	Male	ISCED11_1	Primary education	8.623330000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	F	Female	ISCED11_2	Lower secondary education	17.71689	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	M	Male	ISCED11_2	Lower secondary education	16.88758	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	F	Female	ISCED11_3	Upper secondary education	39.09253	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2011	M	Male	ISCED11_3	Upper secondary education	37.39974	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	F	Female	ISCED11_1	Primary education	9.373280000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	M	Male	ISCED11_1	Primary education	8.0881	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	F	Female	ISCED11_2	Lower secondary education	17.07517	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	M	Male	ISCED11_2	Lower secondary education	16.58532	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	F	Female	ISCED11_3	Upper secondary education	38.551759999999994	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2012	M	Male	ISCED11_3	Upper secondary education	37.27486	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	F	Female	ISCED11_1	Primary education	9.13598	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	M	Male	ISCED11_1	Primary education	7.80318	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	F	Female	ISCED11_2	Lower secondary education	16.76525	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	M	Male	ISCED11_2	Lower secondary education	16.71442	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	F	Female	ISCED11_3	Upper secondary education	37.76721	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2013	M	Male	ISCED11_3	Upper secondary education	36.632329999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	F	Female	ISCED11_1	Primary education	9.01667	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	M	Male	ISCED11_1	Primary education	7.5510399999999995	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	F	Female	ISCED11_2	Lower secondary education	16.73453	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	M	Male	ISCED11_2	Lower secondary education	16.85424	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	F	Female	ISCED11_3	Upper secondary education	37.60437	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2014	M	Male	ISCED11_3	Upper secondary education	36.86524	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	F	Female	ISCED11_1	Primary education	9.26149	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	M	Male	ISCED11_1	Primary education	7.54965	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	F	Female	ISCED11_2	Lower secondary education	16.075120000000002	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	M	Male	ISCED11_2	Lower secondary education	15.8986	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	F	Female	ISCED11_3	Upper secondary education	36.870979999999996	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2015	M	Male	ISCED11_3	Upper secondary education	36.18095	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	F	Female	ISCED11_1	Primary education	9.15214	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	M	Male	ISCED11_1	Primary education	7.303539999999999	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	F	Female	ISCED11_2	Lower secondary education	15.862960000000001	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	M	Male	ISCED11_2	Lower secondary education	15.62369	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	F	Female	ISCED11_3	Upper secondary education	36.04554	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2016	M	Male	ISCED11_3	Upper secondary education	35.445	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2017	F	Female	ISCED11_1	Primary education	9.17022	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2017	M	Male	ISCED11_1	Primary education	7.26748	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2017	F	Female	ISCED11_2	Lower secondary education	15.75128	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
S_0240	Rate (percent) of out-of-school children, adolescents and youth	G	Global	0	Global	nan	nan	1	World	2017	M	Male	ISCED11_2	Lower secondary education	15.440029999999998	PT	Percent	0	Units	nan	nan	UNESCO/UIS	nan	nan	nan
