SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	MARITAL_STATUS	MARITAL_STATUS_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	9.69	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.65	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	8.47	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	25.23763153	42.75731323	100	Bulgaria	2011	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.71	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	1983	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.48	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	1983	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.13	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	1983	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.56	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	1983	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	1.23	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2014	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.86	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	96.51752295	21.19332882	104	Myanmar	2014	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	2.01	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	1990	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.15	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	1990	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	3.51	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	1990	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.9	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	1990	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	1.35	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2008	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	1.02	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2008	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	3.01	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2008	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.52	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	29.89080992	-3.366387428	108	Burundi	2008	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	1.42	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1989	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	11.22	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1989	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	7.09	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1999	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	13.91	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1999	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.94	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1999	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	9.76	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	1999	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.87	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	16.67	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.81	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	11.62	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	28.04940161	53.54193075	112	Belarus	2009	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.89	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	1998	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	5.1	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	1998	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.75	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	1998	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.7	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	1998	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.14	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2008	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	4.98	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2008	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.24	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2008	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.91	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	104.922836	12.71163737	116	Cambodia	2008	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.07	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	1987	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.5	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	1987	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	0.67	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	1987	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.5	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	1987	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	0.16	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2008	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	3.94	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	2.678164227	28.15940032	12	Algeria	2008	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	0.83	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	1987	F	Female	Y45T49	45 to 49 years old	1.3	Divorced or Separated	5.28	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	1987	M	Male	Y45T49	45 to 49 years old	1.3	Divorced or Separated	3.97	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2005	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	2.42	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2005	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	2.61	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2005	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	1.27	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	12.7419827	5.692387031	120	Cameroon	2005	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	1.46	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1981	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	5.44	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1981	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	3.79	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1981	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	3.91	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1981	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	3.24	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1986	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	7.5	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1986	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	4.01	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1986	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	5.29	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1986	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	3.45	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1991	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	12.77	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1991	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	4.32	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1991	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	10.4	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1991	M	Male	Y45T49	45 to 49 years old	1.3.2	Separated	4.08	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1996	F	Female	Y45T49	45 to 49 years old	1.3.1	Divorced	11.03	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1996	F	Female	Y45T49	45 to 49 years old	1.3.2	Separated	4.12	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
S_0110	Proportion of divorced or separated persons aged 45–49 by sex and region	G	Global	4	Country or Area	-101.6575058	57.72360191	124	Canada	1996	M	Male	Y45T49	45 to 49 years old	1.3.1	Divorced	7.93	PT	Percent	0	Units	nan	nan	United Nations, Department of Economic and Social Affairs, Population Division (2019). World Marriage Data 2019 (POP/DB/Marr/Rev2019).	nan	nan	nan
