SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2018	16.2	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	24.98481009	45.83893563	642	Romania	2014	4.5	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	24.98481009	45.83893563	642	Romania	2018	3.0	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	Estimated
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	19.48495604	48.70741446	703	Slovakia	2014	19.7	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	19.48495604	48.70741446	703	Slovakia	2018	19.4	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2014	7.0	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2018	8.7	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	-3.554078296	40.39211472	724	Spain	2014	14.9	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	-3.554078296	40.39211472	724	Spain	2018	14.0	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2014	13.8	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
S_1040	Gender pay gap, EU-27 countries	R	Regional	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2018	12.2	PT	Percent	0	Units	nan	nan	Eurostat	nan	nan	nan
