SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	HOUSEHOLD_TYPE	HOUSEHOLD_TYPE_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	32.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2350	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	35	South-Eastern Asia	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	96.6	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2351	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	53.5	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2344	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	93.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2345	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	36.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2344	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	97.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2345	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	41.5	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2346	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	84.1	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2347	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	46.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2346	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	1	Region	nan	nan	513	Europe and Northern America	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	93.7	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2347	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	51.1	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2342	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	56.2	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2343	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	54.0	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2342	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	58.9	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2343	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	20.1	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2338	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	96.4	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2339	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	22.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2338	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	98.7	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2339	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	F	Female	Y25T54	25 to 54 years old	5	Extended family	19.6	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2340	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	M	Male	Y25T54	25 to 54 years old	5	Extended family	91.5	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2341	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	F	Female	Y25T54	25 to 54 years old	3	Couples with children	21.3	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2340	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
S_0930	Labour force participation rate among people aged 25–54 years by sex, region with 3 or more children under age six in couple and extended family households	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2020	M	Male	Y25T54	25 to 54 years old	3	Couples with children	97.2	PT	Percent	0	Units	M	Modeled	International Labour Organization (ILO), Department of Statistics (ILOSTAT), ILO modelled estimates and projections, 2341	https://ilostat.ilo.org/resources/methods/ilo-modelled-estimates	nan	nan
