SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	VIOLENCE_TYPE	VIOLENCE_TYPE_DESC	OBS_VALUE	LOWER_BOUND	UPPER_BOUND	STD_ERROR	VAR_COEF	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y18T19	18 to 19 years old	PHY+SEX+PSY	Physical or sexual or psychological	528981.0	486929.5724	571032.4276	25565.452719999997	4.832962379	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y18T19	18 to 19 years old	PSY	Psychological	517838.0	475988.3626	559687.6374	25442.77296	4.913268813999999	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y18T19	18 to 19 years old	SEX	Sexual	39685.0	27654.18797	51715.81203	7314.214368999999	18.43067751	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y20T24	20 to 24 years old	PHY	Physical	318247.0	289440.2431	347053.7569	17513.26469	5.503041564	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y20T24	20 to 24 years old	PHY+SEX+PSY	Physical or sexual or psychological	1393422.0	1328366.951	1458477.049	39550.66154	2.8383836010000003	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y20T24	20 to 24 years old	PSY	Psychological	1361684.0	1297554.018	1425813.9819999998	38988.260969999996	2.863238532	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y20T24	20 to 24 years old	SEX	Sexual	104102.0	85367.54776	122836.4522	11389.738229999999	10.94094084	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y25T29	25 to 29 years old	PHY	Physical	364006.0	334462.5996	393549.4004	17961.112090000002	4.93429012	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y25T29	25 to 29 years old	PHY+SEX+PSY	Physical or sexual or psychological	1288513.0	1232087.7079999999	1344938.292	34304.14189	2.662304679	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y25T29	25 to 29 years old	PSY	Psychological	1258516.0	1202699.348	1314332.652	33934.114669999995	2.6963594160000004	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y25T29	25 to 29 years old	SEX	Sexual	110735.0	94215.46262	127254.5374	10043.16561	9.069549472	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T34	30 to 34 years old	PHY	Physical	361343.0	333802.5942	388883.4058	16743.37786	4.633652199	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T34	30 to 34 years old	PHY+SEX+PSY	Physical or sexual or psychological	1279636.0	1225200.058	1334071.942	33094.70289	2.586259131	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T34	30 to 34 years old	PSY	Psychological	1248890.0	1194806.76	1302973.24	32880.27528	2.632759913	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T34	30 to 34 years old	SEX	Sexual	106275.0	91734.34913	120815.6509	8840.088039	8.318125654	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T39	35 to 39 years old	PHY	Physical	357018.0	328561.3918	385474.6082	17300.389369999997	4.845803115	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T39	35 to 39 years old	PHY+SEX+PSY	Physical or sexual or psychological	1234286.0	1178689.09	1289882.91	33800.52136	2.738467532	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T39	35 to 39 years old	PSY	Psychological	1203639.0	1148431.561	1258846.439	33563.73998	2.788522139	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y30T39	35 to 39 years old	SEX	Sexual	131119.0	113022.2183	149215.7817	11002.06207	8.3908984	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y40T44	40 to 44 years old	PHY	Physical	307505.0	280219.4641	334790.5359	16588.42799	5.3945230120000005	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y40T44	40 to 44 years old	PHY+SEX+PSY	Physical or sexual or psychological	1083821.0	1031840.745	1135801.255	31601.75087	2.91577215	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y40T44	40 to 44 years old	PSY	Psychological	1053763.0	1002854.495	1104671.505	30950.17337	2.937109518	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y40T44	40 to 44 years old	SEX	Sexual	112452.0	96037.63651	128866.3635	9979.224427	8.874208042000001	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y45T49	45 to 49 years old	PHY	Physical	253336.0	228762.7032	277909.2968	14939.503690000001	5.897110435	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y45T49	45 to 49 years old	PHY+SEX+PSY	Physical or sexual or psychological	859855.0	814699.1395	905010.8605	27452.813860000002	3.192725967	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y45T49	45 to 49 years old	PSY	Psychological	832089.0	787286.5457	876891.4543	27237.95818	3.273442886	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y45T49	45 to 49 years old	SEX	Sexual	89823.0	76535.03076000001	103110.9692	8078.511683	8.993811922	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y50T54	50 to 54 years old	PHY	Physical	218487.0	195318.4666	241655.5334	14085.468190000001	6.446822093	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y50T54	50 to 54 years old	PHY+SEX+PSY	Physical or sexual or psychological	775602.0	728458.7947	822745.2053	28661.033730000003	3.695327465	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y50T54	50 to 54 years old	PSY	Psychological	743254.0	697440.317	789067.683	27852.74157	3.74740554	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y50T54	50 to 54 years old	SEX	Sexual	77739.0	61259.51145	94218.48855	10018.81765	12.88776245	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y55T59	55 to 59 years old	PHY	Physical	137480.0	120358.8726	154601.1274	10408.90639	7.571215003	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y55T59	55 to 59 years old	PHY+SEX+PSY	Physical or sexual or psychological	490019.0	456487.6253	523550.3747	20385.62831	4.160170995	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y55T59	55 to 59 years old	PSY	Psychological	467105.0	434455.4891	499754.5109	19849.49319	4.249471359	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
S_0780	Number of ever-partnered women and girls subjected to violence by a current or former intimate partner in the previous 12 months, by type of violence, by age	N	National	4	Country or Area	-102.5148166	23.93378032	484	Mexico	2016	F	Female	Y55T59	55 to 59 years old	SEX	Sexual	47728.0	36019.17712	59436.82287999999	7118.458864	14.91463892	NUMBER	Number	0	Units	C	Country Data	INEGI. National Survey on the Dynamics of Household Relations, 2016. Database	nan	nan	Includes women 15 years and older who have or have had at least one partner relationship
