SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	MINISTER_PORTFOLIO	MINISTER_PORTFOLIO_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_1340	Total number of core ministers	G	Global	4	Country or Area	2.457288129	46.62660861	250	France	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	43.3713615	42.04813028	268	Georgia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	10.380606599999998	51.08862743	276	Germany	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	50.01064725	40.39229544	31	Azerbaijan	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	19.41221519	47.1651448	348	Hungary	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	-19.02116966	64.79134763	352	Iceland	2017	_T	Both sexes or no breakdown by sex	_T	Total	5.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	-7.121425272000001	53.25274054	372	Ireland	2017	_T	Both sexes or no breakdown by sex	_T	Total	5.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	34.62277992	31.06164552	376	Israel	2017	_T	Both sexes or no breakdown by sex	_T	Total	5.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	12.57022427	42.79917282	380	Italy	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	66.65359159	48.01963494	398	Kazakhstan	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	14.14172472	47.58704857	40	Austria	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	26.42461876	56.64196636	428	Latvia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	23.90517807	55.33680309	440	Lithuania	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	6.092656562999999	49.77679538	442	Luxembourg	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	14.44617519	35.89194275	470	Malta	2017	_T	Both sexes or no breakdown by sex	_T	Total	5.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	28.4650624	47.20236795	498	Republic of Moldova	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	44.93839317	40.29499741	51	Armenia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	5.331480568	51.86728884	528	Netherlands	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	11.47846389	61.34311134	578	Norway	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	-7.961599811	39.68509315	620	Portugal	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	24.98481009	45.83893563	642	Romania	2017	_T	Both sexes or no breakdown by sex	_T	Total	8.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	20.805876	44.03145697	688	Serbia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	17.78584332	44.16845548	70	Bosnia and Herzegovina	2017	_T	Both sexes or no breakdown by sex	_T	Total	13.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	19.48495604	48.70741446	703	Slovakia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	14.82209486	46.11958061	705	Slovenia	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	-3.554078296	40.39211472	724	Spain	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	14.377533800000002	60.60103109	752	Sweden	2017	_T	Both sexes or no breakdown by sex	_T	Total	5.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	8.223158	46.96617097	756	Switzerland	2017	_T	Both sexes or no breakdown by sex	_T	Total	7.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	20.06660928	41.13897007	8	Albania	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	31.40270802	49.00735945	804	Ukraine	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
S_1340	Total number of core ministers	G	Global	4	Country or Area	-2.23830539	53.27691757	826	United Kingdom	2017	_T	Both sexes or no breakdown by sex	_T	Total	6.0	NUMBER	Number	0	Units	nan	nan	UNECE	https://w3.unece.org/PXWeb2015/pxweb/en/STAT/STAT__30-GE__05-PublicAnddecision/	nan	nan
