SERIES	SERIES_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	GEOLEVEL	GEOLEVEL_DESC	X	Y	REF_AREA	REF_AREA_DESC	TIME_PERIOD	SEX	SEX_DESC	AGE	AGE_DESC	COD	COD_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	UNIT_MULT	UNIT_MULT_DESC	NATURE	NATURE_DESC	SOURCE_DETAIL	SOURCE_DETAIL_URL	TIME_DETAIL	COMMENT_OBS
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	419	Latin America and the Caribbean	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	5.42	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	6.49	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	1	Region	nan	nan	513	Europe and Northern America	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	2.03	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	1.44	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	53	Australia and New Zealand	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	0.78	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	13.06	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	543	Oceania (exc. Australia and New Zealand)	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	4.05	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	6.86	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	62	Central and Southern Asia	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	2.27	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	7.14	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	747	Northern Africa and Western Asia	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	2.47	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	M	Male	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	3.5	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
S_0510	Cause-specific mortality rate (age-standardized), due to interpersonal violence	G	Global	2	Sub-region	nan	nan	753	Eastern and South-Eastern Asia	2016	F	Female	_T	All age ranges or no breakdown by age	1620	Interpersonal violence	1.24	PER_100000_POP	Per 100,000 population	0	Units	E	Estimated	Global Health Estimates 2016, World Health Organisation (WHO).	nan	nan	nan
